"ITM_SKU_NUM","CHC_CD","CHC_DESC","CHC_CD_DESC","STY_NUM","ITM_STY_DESC","ITM_SCLS_CD","ITM_SCLS_LONG_DESC","ITM_CLS_CD","ITM_CLS_DESC","PROD_CTGY_CD","PROD_CTGY_DESC","SCTR_CD","SCTR_DESC","ITM_SBRND_CD","ITM_SBRND_DESC","SZ1_CD","SZ2_CD","ITM_MSTY_CD","ITM_MSTY_DESC","FABRICFAMILY","PLCYCLE","FORM","COLORFAMILY","SUPPORT","PRIPOIRANGE","NETCONTENT","CONTENTUNIT","COLORMARKETING","COLLECTION","SILHOUETTE","LININGLEVEL","STRUCTURE"
"000000000036726191","00B1","P969349 LEXIE TRIPLE BUTTON CLASSIC FLAR","77609 victoriassctscr C323 Pol","35068641","P969349 LEXIE TRIPLE BUTTON CLASSIC FLAR","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","6000","INDEPENDENT CLIENT GROUP","0","LONG","0","UNKNOWN MASTERSTYLE","","","","Fonts","","","","","316 MASK MELANGE COL.0524","","","",""
"000000000023515532","30M4","RX GStng CoverUp Mesh FT Monofilament WB","Spray Blue 2411","11109301","RX GStng CoverUp Mesh FT Monofilament WB","1706","VSTRING","40210108","V STRING-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6002","LZA COTTON","XXL","","5000004542","REMIX VSTRING COTTON","MESH","FASHION","","BLUE","","","","","Spray Blue 2411 30M4","LZA-REMIX","","",""
"000000000025023241","2943","PLCA_S09_33869FAMILY_CELLO_SEA ISLAND CO","SEA ISLAND COTTON","10033869","PLCA_S09_33869FAMILY_CELLO","0568","COR-CELLO GS PCB","40450187","CORE GS PCB","3045","PERSONAL CARE BEAUTY-GIFT SET","208","GIFT SETS","1612","SIGNATURE","0","0","1003386900","PLCA_S09_33869FAMILY_CELLO","","","","","","","","","","","","",""
"000000000020427020","32H1","C Demi LL Naked_Mirage 32H1","Mirage 32H1","10820731","C Demi LL Naked","9305","DEMI","40200094","DEMI-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","0643","ILLUSION","36","D","1082073100","C Demi LL Naked","SMOOTH","BASIC","","Beige/Khaki/Nud","","35-39.99","","","Almost Nude","VS-NAKED","DEMI","LIGHTLY LINED","UNDERWIRE"
"000000000023465407","54A2","VSX SLK SPT CAPRI KINECTIC ENERY MARL_Bl","Black 093","11104023","VSX SLK SPT CAPRI KINECTIC ENERY MARL","0687","W CAPRI LEGGING/TIGHT","40700222","W LEGGING/TIGHT","3070","WOMENS BOTTOMS","202","APPAREL","1704","VS Sport","XS","","5000004680","VSX KNOCKOUT CAPRI","SUPPLEX","FASHION","","BLACK","","","","","Black 093 54A2","VS-KNOCKOUT","","",""
"000000000011092408","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","","","","","","","","","N/A","","",""
"000000000021660246","0Q3Y","12050 M CROP_UP12 NE PR UP12 NE PRINCES","UP12 NE PR UP12 NE PRINCES C00","10848629","12050 M CROP","1190","SLEEP TOP","40220118","SLEEP TOP-LINGERIE","3022","LINGERIE-INTIMATE APPAREL","203","INTIMATE APPAREL","2702","PINK PM","SMALL","","1084862900","12050 M CROP","COTTON SLUB","","","No Print","","","","","UP12 NEON PRINCESS C001 0Q3Y","PINK-PRICE MULT","","",""
"000000000023379409","3B0D","ILC Thong Criss Cross Ft 5mm Elastic_Pin","Pink Dove","11094452","ILC Thong Criss Cross Ft 5mm Elastic","9908","THONG","40210107","THONG-PANTY","3021","PANTIES-INTIMATE APPAREL","203","INTIMATE APPAREL","6002","LZA COTTON","SMALL","","5000004546","REMIX THONG NOTCOT","COTTON","FASHION","","PINK","","","","","Pink Dove 3B0D","LZA-REMIX","","",""
"000000000022478919","2KFJ","PK 109320 HALF ZIP_U14 SOLMET C001 SolMt","U14 SOLMET C001 SolMtlGry 83B9","11017273","PK 109320 HALF ZIP","0945","W 1/2 ZIP SECOND LT","40780002","W SECOND LAYER TOP","3078","WOMENS TOPS","202","APPAREL","1449","PINK-NFL","LARGE","","1101727300","PK 109320 HALF ZIP","FLEECE","FASHION","","GREY","99","","","","U14 SOLMETC001 2KFJ","PINK-NFL","","",""
"000000000022885309","00A0","BS SBtmLR Skimpy Side Bikini in Karima_P","PLACEHOLDER ONLY","11054272","BS SBtmLR Skimpy Side Bikini in Karima","3889","BIKINI SW BOTTOM","40240134","SEPARATE BOTTOM-SW","3024","SWIMWEAR-INTIMATE APPAREL","211","SWIMWEAR","0435","VICTORIA'S SECRET SWIM","0","0","1105427200","BS SBtmLR Skimpy Side Bikini in Karima","TRICOT-MATTE","","","No Color","","","","","","VS-SWIM OTHER","","",""
"000000000036486345","A001","58721-2410 S213 B BWANKL STR 12PCSHO_ICG","ICG 001 C001 GEN NC36 00A1 - -","35056005","58721-2410 S213 B BWANKL STR 12PCSHO","3986","W EXT CUST SHOES","40960482","W EXT CUST SHOES","3096","WOMENS SHOES","210","ACCESSORIES","6000","INDEPENDENT CLIENT GROUP","9","","3505600500","58721-2410 S213 B BWANKL STR 12PCSHO","","","","","","","","","098 BLACK","","","",""
"000000000023098835","3D1W","VSX SPTBRA KNOCKOUT FC STRAPPY BACK_1122","112286 BatikFloral C003 Cl Nav","11073197","VSX SPTBRA KNOCKOUT FC STRAPPY BACK","3426","SPORT BRA","40200365","SPORT-BRAS","3020","BRAS-INTIMATE APPAREL","203","INTIMATE APPAREL","1704","VS Sport","36","D","1107319700","VSX SPTBRA KNOCKOUT FC STRAPPY BACK","SUPPLEX","FASHION","","Geometric","MAX","","","","112286BatikFloralC003 3D1W","VS-KNOCKOUT","","LIGHTLY LINED","UNDERWIRE"
"000000000030186007","0","UNKNOWN","","0","UNKNOWN","0","","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","UNKNOWN","0","0","0","UNKNOWN","","PCB CORE","","","","","000000000010.000","OZA","","","","",""
